User_id	Business_id	Review_ratings	Name	Address	City	State	Postal_code	Review_count	Restaurant_ratings	RestaurantsPriceRange2	GoodForMeal_breakfast	GoodForMeal_lunch	GoodForMeal_dinner	GoodForMeal_latenight	Alcohol	Ambience_casual	Ambience_classy	Ambience_romantic	Ambience_trendy	Ambience_upscale	HasTV	BusinessParking_garage	BusinessParking_lot	BusinessParking_street	BusinessParking_valet	WiFi	Category_Fast_Food	Category_Sandwiches	Category_Mexican	Category_American_Traditional	Category_Nightlife	Category_Pizza	Category_Bars	Category_Burgers	Category_Breakfast_Brunch	Category_American_New	User_total_ratings
OPHtdryCpZaooJ_kfJlDxA	MTH-AcNyWfsBa9sXp04HcQ	3.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	RvMdC1gcJyVoj3RXPPdAyQ	4.0	Jack in the Box	427 W McKellips Rd	Mesa	AZ	85201	8	4.0	1.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	ohEnmKpF7i2_ujme1p_vUQ	5.0	Cornish Pasty Company	1941 W Guadalupe Rd, Ste 101	Mesa	AZ	85202	1023	4.5	2.0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	iqL35L6AdFMMkRrAcK1uLQ	4.0	Aj's Fine Foods	1836 S Val Vista Dr	Mesa	AZ	85204	96	3.5	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	J7rkQISD48jXgdM6UxNAbw	5.0	Yoko Fast Food	1235 S Gilbert Rd, Ste 1	Mesa	AZ	85204	123	4.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	mdUjJFZaQoydAGadzFuFtg	5.0	In-N-Out Burger	1650 S Stapley Dr	Mesa	AZ	85204	79	4.0	1.0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	17
OPHtdryCpZaooJ_kfJlDxA	6nmlclYyyLyH5EGLUpsmjw	5.0	Dutch Donut Factory	1152 N Power Rd, Ste 106	Mesa	AZ	85205	88	4.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	17
OPHtdryCpZaooJ_kfJlDxA	r6cTbsmg4MhdHJnKWwefVw	3.0	Crackers & Co Cafe	1325 N Greenfield Rd, Ste 101	Mesa	AZ	85205	176	4.0	2.0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	17
OPHtdryCpZaooJ_kfJlDxA	B5E_Qp3R1q0oRlzbYaWIkQ	5.0	5 R Cha Thai Bistro	2011 N Recker Rd	Mesa	AZ	85215	121	4.0	2.0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	pF53YGjVeuAB-OtpVGtAgQ	4.0	Los Favoritos Mexican Food	2650 E University Dr	Mesa	AZ	85213	35	3.5	1.0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	SYmlrGAfgHaKhHMn21y7Gw	4.0	Ned's Krazy Sub	1927 N Gilbert Rd	Mesa	AZ	85203	27	3.5	1.0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	01xTdrNUuTOAyH7NaRWcUA	4.0	Mellow Mushroom	1665 S Stapley Dr	Mesa	AZ	85204	233	3.5	2.0	0	1	1	1	2	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	17
OPHtdryCpZaooJ_kfJlDxA	USbeHpw9-zMtGct92LtJYg	5.0	Venezia's New York Style Pizzeria	5057 E McKellips Rd	Mesa	AZ	85205	174	4.0	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	I3dQmMkfqMsThMAuqIkooA	5.0	Smashburger	2837 N Power Rd, Ste 102	Mesa	AZ	85215	136	3.5	1.0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	17
OPHtdryCpZaooJ_kfJlDxA	9vij1n-WqXnnEsgzmwnoXg	5.0	Cafe Mix	4405 E Mckellips Rd, Ste 106	Mesa	AZ	85215	210	4.5	1.0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	17
OPHtdryCpZaooJ_kfJlDxA	XdcRr8R5H8psvf-QxtuLMg	5.0	Barro's Pizza	1925 E Brown Rd	Mesa	AZ	85203	105	4.0	1.0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	17
OPHtdryCpZaooJ_kfJlDxA	7siBs9Z5lc8wEzD62EGszw	5.0	Dolce Vita Italian Grocer	5251 E Brown Rd, Ste 103	Mesa	AZ	85205	62	4.5	2.0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	17
zcDVJ2FLanBw3ZfT_zpL-A	MTH-AcNyWfsBa9sXp04HcQ	4.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	7
zcDVJ2FLanBw3ZfT_zpL-A	eem6eoAiYL9UcQUE0kMD-g	5.0	Adrian's	1011 W Main St	Mesa	AZ	85201	215	4.5	1.0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	7
zcDVJ2FLanBw3ZfT_zpL-A	16d3BlncEyCTzb0GxXrBXQ	4.0	Green Corner Restaurant	1038 W Southern Ave, Ste 1	Mesa	AZ	85210	355	5.0	1.0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
zcDVJ2FLanBw3ZfT_zpL-A	bI9_dtXS9qN0Gmi7YbRm5g	4.0	MVPita Mediterranean Grill	1066 N Power Rd, Ste 103	Mesa	AZ	85205	315	4.5	1.0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	7
zcDVJ2FLanBw3ZfT_zpL-A	DgZ-pZUo3drzpiCDlDr9IQ	3.0	unPhogettable	66 S Dobson Rd	Mesa	AZ	85202	600	4.0	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
zcDVJ2FLanBw3ZfT_zpL-A	vhImhRvHgAsUnBvVcRYRkQ	4.0	The Beer Research Institute	1641 S Stapley Dr, Ste 104	Mesa	AZ	85204	306	4.0	2.0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	7
zcDVJ2FLanBw3ZfT_zpL-A	yLMSxHjK56Az-KtMQyG7LQ	5.0	Stufrageous Stuffed Burgers	1036 W Southern Ave, Ste 104	Mesa	AZ	85210	443	4.0	1.0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	7
8dwfGx1dfgK2hGIDiZ_KMw	MTH-AcNyWfsBa9sXp04HcQ	4.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
8dwfGx1dfgK2hGIDiZ_KMw	v0bL0-frMFrvHz-5OgUczw	5.0	Raising Cane's	1945 S Stapley Dr	Mesa	AZ	85204	180	3.5	1.0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	2
SI3h8naCrYA4183hAor3kA	MTH-AcNyWfsBa9sXp04HcQ	4.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
SI3h8naCrYA4183hAor3kA	tV5PcOIFlB12dpcbCy78VA	5.0	India Oven	1315 S Gilbert Rd	Mesa	AZ	85204	623	4.5	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
j0t2y4GOT1veaVI4AnwdcA	MTH-AcNyWfsBa9sXp04HcQ	5.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
j0t2y4GOT1veaVI4AnwdcA	AsKb-lUO_3MYFg6df9QTsw	3.0	Aliberto's	263 W University Dr	Mesa	AZ	85201	17	4.0	1.0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
wA8E_CxYH6GxQXzL0YzBqQ	MTH-AcNyWfsBa9sXp04HcQ	5.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	5
wA8E_CxYH6GxQXzL0YzBqQ	v5zzCmCf1L4Utjit12EMuQ	5.0	Rodizio Grill	1840 S Val Vista Dr	Mesa	AZ	85204	172	3.5	3.0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5
wA8E_CxYH6GxQXzL0YzBqQ	_reykENmCBh03iczpFAufg	5.0	Sakana Sushi & Grill	1853 S Power Rd	Mesa	AZ	85206	176	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
wA8E_CxYH6GxQXzL0YzBqQ	JQwMRgCMZJhIDxec1z7URQ	5.0	Sushi Kee	6825 E Main St	Mesa	AZ	85207	122	4.0	2.0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
wA8E_CxYH6GxQXzL0YzBqQ	piwrorOBUYQ0n0rNI0OKsw	5.0	Got Sushi	6744 E McDowell Rd, Ste 102	Mesa	AZ	85215	116	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5
aCD90ztbHhSzr2oZKbdulg	MTH-AcNyWfsBa9sXp04HcQ	3.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
aCD90ztbHhSzr2oZKbdulg	w3RH9W99ZIKvw0Qgibdn4w	1.0	Ginger Zing	3460 E Southern Ave, Ste 109	Mesa	AZ	85204	92	4.0	1.0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
wdpRUUss3hGYWOK2QXJV5A	MTH-AcNyWfsBa9sXp04HcQ	3.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	4
wdpRUUss3hGYWOK2QXJV5A	bsauQzwixetBDjA7SqUlVA	4.0	Crackers & Co Cafe	535 W Iron Ave, Ste 131	Mesa	AZ	85210	458	4.5	2.0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	4
wdpRUUss3hGYWOK2QXJV5A	miySsDV_1YKS3EqqGwblQQ	3.0	Thai Plates Cuisine	319 S Power Rd	Mesa	AZ	85206	178	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
wdpRUUss3hGYWOK2QXJV5A	luM8KQ2hMsD2r_4WlluUbA	4.0	East Valley Cafe	6102 E Main St	Mesa	AZ	85205	52	3.5	1.0	1	0	0	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	4
meqdU3hPOyDIMhtojueeuw	MTH-AcNyWfsBa9sXp04HcQ	4.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
meqdU3hPOyDIMhtojueeuw	GAyHbuUTtKAdpHiFGJuezQ	2.0	Cracker Barrel Old Country Store	1007 N Dobson Rd	Mesa	AZ	85201	222	3.5	2.0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	2
YQrc5F9MHFZ3hReRYqX_bQ	MTH-AcNyWfsBa9sXp04HcQ	5.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
YQrc5F9MHFZ3hReRYqX_bQ	01xTdrNUuTOAyH7NaRWcUA	2.0	Mellow Mushroom	1665 S Stapley Dr	Mesa	AZ	85204	233	3.5	2.0	0	1	1	1	2	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	2
bqZ4gpGRgZHRfaqII1w04g	MTH-AcNyWfsBa9sXp04HcQ	4.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	5
bqZ4gpGRgZHRfaqII1w04g	cDAaBYERHyhOoX7EovtZMw	2.0	Texas Roadhouse	1605 S Stapley Dr	Mesa	AZ	85204	238	3.5	2.0	0	0	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	5
bqZ4gpGRgZHRfaqII1w04g	v35sTRP8H8VZ6T9b8jYD6w	5.0	MOD Pizza	1804 S Signal Butte Rd, Suite 105	Mesa	AZ	85209	81	4.5	1.0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	5
bqZ4gpGRgZHRfaqII1w04g	v0bL0-frMFrvHz-5OgUczw	5.0	Raising Cane's	1945 S Stapley Dr	Mesa	AZ	85204	180	3.5	1.0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	5
bqZ4gpGRgZHRfaqII1w04g	LYgAf_vpMQU6JqBcTXg-Sw	3.0	Bobby Q - Mesa	1610 S Stapley Dr	Mesa	AZ	85204	414	4.5	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	5
kqYMFocDA4ERNB3OerPJuA	MTH-AcNyWfsBa9sXp04HcQ	4.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
kqYMFocDA4ERNB3OerPJuA	tV5PcOIFlB12dpcbCy78VA	5.0	India Oven	1315 S Gilbert Rd	Mesa	AZ	85204	623	4.5	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IUACbFtYOCisDErKuQBZxQ	MTH-AcNyWfsBa9sXp04HcQ	5.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	5
IUACbFtYOCisDErKuQBZxQ	pYZnKIv0z-UxrpgBjp_z1w	2.0	Kokobelli Bagel Cafe	1155 S Power Rd	Mesa	AZ	85206	154	4.0	1.0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	5
IUACbFtYOCisDErKuQBZxQ	FlJ3Add2GgFaIsWntgum0g	3.0	Chick-fil-A	4908 S Power Rd	Mesa	AZ	85212	56	4.0	1.0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	5
IUACbFtYOCisDErKuQBZxQ	koeALuQceWSzj453h23nsQ	3.0	Piggly's BBQ	1633 S Stapley Dr	Mesa	AZ	85204	146	3.5	2.0	0	1	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5
IUACbFtYOCisDErKuQBZxQ	n2LK7yX5i2jS_k3uqx6nHg	5.0	Steve's Krazy Sub	1752 S Signal Butte Rd	Mesa	AZ	85209	23	4.0	1.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5
AnjeburZlkWP1O4EWjK3jg	MTH-AcNyWfsBa9sXp04HcQ	5.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	3
AnjeburZlkWP1O4EWjK3jg	iqL35L6AdFMMkRrAcK1uLQ	5.0	Aj's Fine Foods	1836 S Val Vista Dr	Mesa	AZ	85204	96	3.5	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AnjeburZlkWP1O4EWjK3jg	DT35ycaAVzbq83vVGRCoIQ	4.0	Cafe Zupas	3420 E Baseline Rd, Ste 107	Mesa	AZ	85204	214	4.0	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3
paADizmDk1VUB1AG8oNJDg	MTH-AcNyWfsBa9sXp04HcQ	3.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	11
paADizmDk1VUB1AG8oNJDg	teTQU7TIPE0O_B1zN_239w	2.0	Mimis Cafe	1250 S Alma School Rd	Mesa	AZ	85210	155	3.5	2.0	1	1	1	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	11
paADizmDk1VUB1AG8oNJDg	wu5nk3pY1e_ou_Le_U52Sw	4.0	Cheba Hut	1710 W Southern Ave	Mesa	AZ	85202	283	4.5	1.0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	11
paADizmDk1VUB1AG8oNJDg	ohEnmKpF7i2_ujme1p_vUQ	2.0	Cornish Pasty Company	1941 W Guadalupe Rd, Ste 101	Mesa	AZ	85202	1023	4.5	2.0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11
paADizmDk1VUB1AG8oNJDg	TcULtaVLDsbKunf3iW7RCQ	5.0	Fresh Millions Restaurant	1130 W Grove Ave, Ste 111	Mesa	AZ	85210	147	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	11
paADizmDk1VUB1AG8oNJDg	7VYFL_s1HK1vOU-dzyW1Ew	4.0	Z-Cafe	1245 W Baseline Rd, Ste 105	Mesa	AZ	85202	170	4.5	1.0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	11
paADizmDk1VUB1AG8oNJDg	TrqCUT9150lXfgN8JXRP7g	4.0	LongHorn Steakhouse	1434 S Alma School Rd	Mesa	AZ	85210	144	3.5	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	11
paADizmDk1VUB1AG8oNJDg	SFyQhFEbmRMCJO_Sc_pyXA	2.0	The Draft Sports Grill	1130 W Grove Ave, Ste 106	Mesa	AZ	85210	132	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	11
paADizmDk1VUB1AG8oNJDg	i066yR2IDP4FWt6p-k9aFg	3.0	Ike's Love & Sandwiches	1130 W Grove Ave, Ste 110	Mesa	AZ	85210	395	4.5	2.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	11
paADizmDk1VUB1AG8oNJDg	AwqxDqqodPn57LqnoKtwxA	4.0	Wings Express	761 S Alma School Rd	Mesa	AZ	85210	44	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	11
paADizmDk1VUB1AG8oNJDg	luM8KQ2hMsD2r_4WlluUbA	3.0	East Valley Cafe	6102 E Main St	Mesa	AZ	85205	52	3.5	1.0	1	0	0	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	11
Sm6XgKEle-47Zz81yRJmkA	MTH-AcNyWfsBa9sXp04HcQ	5.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	3
Sm6XgKEle-47Zz81yRJmkA	OsuBqr2L0-5W8LGAsg-p8g	5.0	Micky's Hot Dogs	108 W Broadway Rd	Mesa	AZ	85210	115	4.0	1.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3
Sm6XgKEle-47Zz81yRJmkA	32RDYS1pxMytL1rBSF__UA	1.0	Papa Murphy's	1955 West Baseline Road	Mesa	AZ	85202	19	4.0	1.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
i08JAic75yXlq4r2iiN4Iw	MTH-AcNyWfsBa9sXp04HcQ	5.0	Firehouse Subs	3420 E Baseline Rd, Ste 101	Mesa	AZ	85204	82	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	12
i08JAic75yXlq4r2iiN4Iw	wu5nk3pY1e_ou_Le_U52Sw	5.0	Cheba Hut	1710 W Southern Ave	Mesa	AZ	85202	283	4.5	1.0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	12
